gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,InternetService,OnlineSecurity,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1,0,1,0,40,0,0,1,1,2,42.35,1716,1
1,1,1,0,71,1,2,0,2,0,23.95,1756,0
0,0,1,0,41,1,1,0,1,0,86.2,3339,0
0,0,1,0,28,1,2,0,0,3,20.5,563,0
1,0,1,0,63,1,1,1,2,1,110.1,6705,0
0,0,0,0,1,1,1,0,0,2,74.9,74,1
0,0,0,0,6,1,2,0,0,3,20.7,112,0
0,0,1,0,71,1,2,0,2,1,19.1,1372,0
1,0,1,0,30,1,2,0,1,1,20.7,587,0
0,0,1,1,51,1,0,1,2,1,85.5,4421,0
0,0,1,1,22,1,1,0,0,2,83.3,1845,1
1,0,1,1,47,1,0,0,0,2,54.25,2538,0
0,0,0,0,61,1,1,0,2,2,106.6,6428,1
0,0,0,0,2,0,0,1,0,2,42.6,72,1
1,0,0,0,18,0,0,0,0,3,25.15,476,0
1,0,1,1,5,1,2,0,0,0,25.9,135,1
0,0,1,1,4,1,0,0,0,3,58.5,224,0
1,1,1,0,65,1,1,1,1,2,100.75,6674,0
0,0,1,1,56,1,0,1,1,0,68.75,3808,0
1,0,1,0,24,1,2,0,1,3,20.1,533,0
0,0,0,0,17,1,0,0,0,3,69.0,1108,0
1,0,1,1,24,1,0,1,0,2,54.75,1338,1
0,0,1,1,23,1,0,1,1,3,57.75,1282,0
1,1,1,0,71,0,0,0,0,0,52.3,3765,0
0,0,1,0,55,1,0,1,2,3,56.8,3112,0
1,0,0,0,14,1,2,0,0,2,20.05,299,0
1,0,0,0,64,1,1,1,1,1,100.3,6603,0
0,0,1,1,36,1,0,1,0,1,51.05,1815,0
0,0,0,0,41,1,0,0,1,0,50.05,2029,0
0,1,1,0,69,1,1,0,2,1,105.4,6998,0
1,0,0,0,63,1,2,0,2,3,25.25,1559,0
1,0,1,1,49,0,0,0,1,0,51.8,2541,1
0,0,1,1,23,1,1,0,0,2,85.6,1868,0
1,1,0,0,1,1,2,0,0,3,20.05,20,1
0,0,0,0,52,1,0,0,2,0,80.95,4233,0
1,0,1,1,20,1,1,0,0,2,70.45,1470,1
0,0,0,0,8,1,0,1,1,0,58.2,469,0
0,0,1,0,25,1,2,0,1,3,26.8,733,0
1,0,1,1,67,1,0,1,2,2,79.7,5293,1
1,0,0,0,22,1,0,0,1,1,55.15,1193,1
0,0,1,1,72,1,2,0,2,0,23.75,1679,0
0,0,0,0,31,1,1,1,0,2,87.6,2724,0
1,0,0,0,26,1,2,0,0,2,20.3,511,0
0,0,1,1,10,1,1,0,0,2,88.85,929,0
0,1,0,0,5,1,1,1,0,2,80.7,374,0
0,0,0,0,53,0,0,1,1,2,53.6,2879,0
0,1,1,0,48,1,1,0,0,0,70.65,3545,0
1,0,0,0,59,1,2,0,2,3,19.35,1099,1
0,0,1,0,64,1,2,0,2,1,19.45,1225,0
0,1,0,0,8,1,2,0,0,2,19.65,164,1
1,0,0,0,35,1,1,1,2,2,108.95,4025,0
1,0,0,0,9,1,1,1,0,2,81.15,784,0
1,0,0,0,58,1,2,0,2,0,19.15,1035,0
1,0,0,0,2,1,2,0,0,3,19.35,46,0
1,0,0,0,51,1,0,1,1,1,59.9,3043,0
0,0,0,0,4,1,1,0,0,2,93.5,362,1
1,0,1,0,33,1,1,0,1,2,95.8,3036,1
0,0,0,0,1,1,1,0,0,1,80.15,80,1
1,0,1,1,71,1,0,1,2,2,90.4,6668,0
1,0,1,0,36,1,1,1,0,2,93.6,3366,0
1,0,1,1,19,1,2,0,2,3,20.2,387,0
1,0,1,0,28,1,1,0,0,1,96.6,2684,0
1,1,0,0,9,1,1,0,0,1,99.45,919,1
1,0,1,1,23,1,0,0,1,1,48.35,1067,1
0,0,1,1,72,1,1,1,2,2,115.5,8425,0
1,0,1,1,0,1,2,0,2,3,19.85,0,0
0,0,0,0,18,1,2,0,0,3,19.65,391,0
1,0,0,0,35,1,1,0,0,2,83.15,2848,0
0,0,0,0,9,1,0,0,0,3,66.25,620,1
0,0,1,0,71,1,1,0,2,2,109.25,7707,0
1,0,0,1,3,1,1,0,0,2,69.65,220,1
0,0,0,0,2,0,0,0,0,2,34.7,62,1
1,0,0,0,5,1,1,0,0,0,94.85,462,1
1,0,0,0,1,0,0,1,0,3,29.7,29,1
1,0,0,0,3,1,1,0,0,2,78.5,242,1
1,0,1,0,72,1,1,1,2,1,110.9,8240,0
1,0,1,1,68,1,1,1,2,2,99.55,6668,0
0,0,0,0,3,1,1,0,0,1,75.1,270,1
0,0,0,0,5,1,2,0,0,1,20.55,96,0
1,0,0,0,26,1,1,0,0,2,85.75,2146,0
0,0,1,1,71,1,2,0,2,0,24.7,1810,0
1,0,1,1,44,0,0,0,1,2,54.3,2317,0
1,0,1,0,55,1,1,1,0,2,96.75,5238,1
0,1,0,0,2,0,0,0,0,2,30.4,78,1
0,0,1,1,8,1,0,0,0,0,56.3,401,0
1,0,0,0,14,1,2,0,1,3,19.35,324,0
0,0,1,1,48,1,1,1,1,0,99.7,4977,0
1,0,0,0,4,1,1,1,0,3,94.9,360,0
0,0,1,0,46,0,0,0,0,2,43.95,2007,0
1,0,0,0,1,1,0,0,0,2,50.8,50,1
1,0,1,0,53,0,0,0,1,2,60.45,3184,1
0,1,0,0,8,1,1,0,0,0,74.05,600,0
1,1,1,1,34,1,1,0,0,2,108.9,3625,0
1,0,1,1,46,1,0,1,2,3,81.0,3846,0
0,0,0,0,13,1,1,0,0,2,89.4,1132,1
1,0,0,0,35,1,2,0,2,0,21.45,705,0
1,0,0,0,30,1,1,1,0,0,100.4,2936,0
0,0,1,1,12,0,0,0,0,3,29.2,309,1
0,0,1,1,3,1,2,0,2,3,19.1,52,0
0,0,0,0,1,1,0,0,0,2,45.8,45,1
0,0,1,0,17,0,0,0,0,1,35.65,646,0
1,0,1,1,67,1,2,0,2,3,26.3,1688,0
0,0,0,0,2,1,0,0,0,2,76.4,160,1
1,0,1,1,13,1,1,0,0,1,74.4,896,1
0,0,0,0,7,1,1,0,0,3,80.3,526,1
1,0,0,0,39,0,0,0,0,2,40.6,1494,0
1,1,0,0,4,1,1,0,0,2,70.65,293,0
1,0,0,0,28,1,1,0,1,2,100.2,2688,0
1,0,0,0,52,0,0,1,2,1,63.9,3334,0
0,0,0,0,32,0,0,1,1,3,30.15,927,0
0,0,0,1,17,1,0,0,0,3,64.7,1093,1
0,0,1,0,64,0,0,1,2,2,47.85,3147,1
1,0,0,0,14,1,1,0,0,2,76.45,1117,0
1,0,1,0,71,1,1,1,1,2,109.6,7854,0
1,0,1,0,53,1,1,0,1,0,97.75,5043,0
0,0,0,0,63,1,1,1,0,1,108.25,6780,0
1,0,1,1,70,1,0,1,2,1,80.15,5600,0
1,0,0,0,16,1,1,0,0,3,80.55,1248,0
0,0,0,0,3,1,2,0,0,3,20.0,61,0
0,0,0,0,2,1,1,0,0,2,75.9,143,1
0,0,1,0,4,1,2,0,1,0,20.5,79,0
0,0,1,0,67,1,0,0,2,0,86.15,5883,0
1,1,0,0,67,1,1,1,2,1,116.1,7839,0
1,1,1,0,29,1,1,0,0,2,94.45,2653,1
1,1,1,0,50,1,1,1,1,0,101.9,5265,0
0,0,0,1,61,1,2,0,2,1,25.0,1498,0
0,0,0,0,6,1,1,0,0,2,91.1,455,1
0,0,1,1,57,1,0,1,1,3,59.3,3274,0
0,1,0,0,42,1,1,0,0,0,104.75,4323,1
0,0,1,0,25,1,0,0,0,2,54.1,1373,0
1,0,0,0,1,1,1,0,0,3,71.55,71,1
0,0,0,1,21,0,0,1,2,3,53.15,1183,0
0,0,1,1,35,1,2,0,2,0,24.3,821,0
0,0,0,0,53,1,1,0,1,3,100.3,5200,0
0,0,1,0,71,1,0,1,2,1,84.4,5969,0
0,0,1,0,24,1,2,0,1,3,20.15,456,0
0,0,0,1,41,1,2,0,1,1,20.25,865,0
1,0,0,0,1,1,2,0,0,1,20.75,20,0
0,1,0,0,5,1,1,0,0,3,69.05,318,1
0,1,1,0,21,1,0,0,1,0,71.7,1497,0
0,0,1,1,61,1,2,0,2,1,19.75,1311,0
0,0,1,1,3,0,0,1,0,1,29.7,91,1
0,1,1,0,67,1,1,1,1,2,105.6,7112,0
1,0,1,0,24,0,0,0,0,2,29.1,688,0
0,0,0,0,11,1,2,0,1,3,20.0,211,0
1,1,1,0,1,1,1,0,0,2,74.3,74,0
1,0,1,1,16,1,2,0,0,2,20.15,341,0
1,0,1,1,30,1,1,0,0,0,82.05,2570,0
1,0,0,0,8,1,2,0,0,0,19.7,168,0
0,1,0,0,52,1,0,1,2,0,59.85,3103,0
0,0,1,1,72,1,1,1,2,0,116.85,8477,0
0,1,0,0,64,1,0,0,0,1,74.65,4869,0
1,0,1,0,29,1,1,0,0,0,80.15,2265,1
0,0,0,0,7,1,2,0,0,0,20.0,137,1
1,0,0,0,10,1,1,1,0,3,79.85,887,0
1,0,1,1,50,1,1,0,0,0,103.85,5017,1
1,0,1,0,12,1,1,0,0,1,85.05,999,0
0,0,1,1,49,1,1,0,2,0,107.95,5293,1
0,0,0,0,1,1,1,0,0,2,74.5,74,1
0,0,0,0,2,1,2,0,0,0,18.75,53,0
0,0,0,0,3,0,0,0,0,1,35.2,108,1
0,1,1,0,43,1,1,1,0,2,94.5,4156,0
1,0,1,1,35,1,2,0,2,0,20.5,759,0
0,0,0,0,60,1,0,1,1,2,64.75,4039,0
1,0,1,0,23,1,2,0,1,1,19.3,486,0
0,0,0,0,34,1,0,1,1,3,55.0,1885,0
0,1,0,0,4,1,1,0,0,2,74.45,294,0
0,1,0,0,6,1,1,0,0,2,89.35,567,0
0,0,0,0,12,1,1,0,0,2,94.2,1046,1
0,0,0,0,12,1,1,1,1,1,85.15,979,0
0,0,0,0,60,1,1,0,0,2,105.9,6396,1
0,0,1,1,41,1,1,1,0,0,94.3,3893,0
1,0,0,0,1,1,1,0,0,2,69.1,69,1
0,1,0,0,49,1,1,0,0,1,90.85,4515,1
0,0,1,1,6,1,2,0,0,3,19.85,119,0
0,0,0,0,37,1,1,1,0,0,91.2,3382,0
0,0,1,1,35,1,2,0,2,1,19.7,730,0
0,1,1,0,70,1,1,1,0,2,90.85,6470,0
1,0,1,0,57,1,1,1,0,2,103.05,5925,0
0,1,0,0,2,0,0,0,0,2,24.35,41,1
1,0,0,1,19,1,2,0,0,2,20.0,377,0
0,0,0,0,24,1,0,1,0,1,56.35,1381,0
1,1,1,0,10,1,1,0,0,2,85.55,851,1
0,0,1,1,71,1,2,0,2,0,20.1,1389,0
0,0,0,0,1,1,2,0,0,3,19.15,19,0
0,0,1,1,64,1,1,1,0,0,86.8,5327,0
1,0,1,1,5,1,2,0,1,2,20.55,99,0
0,0,1,0,71,1,2,0,2,1,24.45,1681,0
0,1,0,0,55,1,1,0,1,2,100.15,5409,0
0,0,0,0,5,1,2,0,0,1,19.85,108,1
0,0,0,0,6,1,2,0,0,1,19.7,129,0
1,0,0,0,1,1,2,0,0,3,19.55,19,0
1,0,0,0,13,1,2,0,1,3,19.95,257,0
0,1,1,1,48,1,1,1,0,2,104.5,5068,0
1,0,1,1,47,1,2,0,1,3,20.05,951,0
1,0,0,0,26,1,0,0,0,2,45.45,1233,0
1,0,0,0,3,1,2,0,0,1,20.75,67,0
1,0,1,0,47,1,0,0,2,2,73.6,3522,0
1,1,1,0,27,0,0,0,0,0,36.5,1032,1
0,0,0,0,18,1,0,1,0,3,60.6,1156,0
1,0,1,0,22,1,1,0,0,1,94.7,1914,1
1,0,0,0,3,1,1,0,0,1,85.7,256,0
0,0,1,1,26,1,2,0,0,1,20.25,493,0
1,0,0,0,25,1,1,0,2,0,99.3,2513,0
1,0,1,1,10,0,0,1,2,1,53.7,521,0
0,0,1,1,13,1,2,0,2,0,19.75,246,0
0,0,1,0,52,0,0,1,2,1,66.25,3330,0
0,0,1,1,3,1,1,0,0,2,80.7,239,0
1,0,0,0,7,1,1,0,0,3,95.0,655,1
0,1,1,0,26,1,0,0,1,3,60.7,1597,0
0,0,0,0,12,1,2,0,0,3,20.3,246,0
1,0,1,1,68,1,1,1,2,0,114.7,7849,0
1,0,1,1,72,1,2,0,2,0,24.3,1643,0
1,0,0,0,72,0,0,1,2,0,65.55,4807,0
1,1,0,0,16,1,1,0,0,2,86.6,1281,1
0,0,1,1,37,1,1,0,0,2,95.15,3532,0
1,0,1,1,12,1,2,0,0,3,20.5,255,0
0,1,1,0,22,1,2,0,1,0,25.6,548,0
0,0,0,0,1,1,2,0,0,3,19.85,19,0
1,0,0,0,8,1,1,0,0,3,70.1,551,1
0,1,0,0,2,1,1,0,0,2,79.6,195,1
1,1,1,0,27,1,1,0,0,2,95.55,2510,1
0,0,1,1,36,0,0,1,2,1,40.65,1547,0
0,0,0,1,70,1,0,1,2,2,66.0,4891,0
1,0,0,0,22,1,0,1,0,3,65.05,1427,0
1,0,1,0,48,1,2,0,2,3,19.25,855,0
1,0,0,1,53,1,0,1,1,1,62.85,3419,0
0,0,1,1,72,1,2,0,2,3,24.9,1859,0
